quality_score
6392
4217
6720
6036
5990
4933
5998
5670
5686
6347
5994
4203
5287
6392
4906
2092
4226
6358
5332
6371
6742
5274
7055
6735
4943
6378
4223
3854
5298
4940
7059
6356
5662
2823
4604
3520
4219
5645
4958
5673
4955
6000
6011
5639
4219
7107
6374
7085
1716
3868
1716
6394
5998
6715
3154
6372
6024
7056
3131
6384
3183
5318
8150
6347
5284
7433
3505
5661
6408
6370
5636
4921
7080
3493
6388
4230
2779
2067
6374
6740
5990
6381
5656
4600
2796
6028
4223
4582
4615
6023
6359
4927
3499
5660
4570
6729
5317
5642
5302
4929
6008
6009
4578
6030
4960
5993
6712
5643
5675
4587
7440
1717
5654
3500
7466
5636
4229
5656
3857
2795
6740
7808
7445
4933
5294
5312
6363
5293
6019
2436
5313
6707
2469
4966
6028
4949
3847
4216
4236
5293
7074
7096
5322
3510
5672
5675
6722
5997
5339
5291
3857
4933
6722
6386
4233
6381
6008
3869
4234
2447
6357
3504
6729
5991
7075
5644
5297
6380
5630
5691
6370
4586
4927
7419
7072
5675
6373
4207
7077
5993
6362
5657
4953
7115
6723
5996
3858
5298
5294
4247
3867
3523
2105
3168
2789
7428
7094
4563
6006
5313
5322
3859
5293
4928
4948
5314
5306
4222
6729
5308
4594
6348
6048
3498
7068
6706
4261
4240
4201
6367
5307
6011
5660
5270
4927
3880
2457
7082
5660
6011
6370
3522
2835
7780
5651
4581
7065
3527
5647
3541
4560
5290
6350
4217
5308
4565
5657
4229
5307
4569
5634
2827
4235
6009
6360
4945
6359
3861
5636
5311
6349
3503
3864
4228
6371
2441
4248
4597
4950
3866
4588
5288
5652
5660
5311
5654
4936
3502
5667
6019
4232
5999
6012
4218
6729
6362
4939
4943
6732
6361
4974
5321
3888
5329
2080
2816
4958
2444
6003
6374
5312
6367
7068
5306
3520
4621
3518
5639
4248
4938
4983
4937
5640
6004
7076
4587
4935
3143
5643
6027
7079
3908
7798
4208
6030
3549
5632
5643
3517
4597
4580
4584
5294
4971
3147
4237
6005
6015
7074
7801
7797
4602
2813
5295
4975
5293
5283
5313
6730
4225
6016
4954
6368
4575
5327
4239
5665
5302
4215
3130
5307
4947
5302
7073
5319
2436
5287
5655
5659
3840
5991
5313
4224
6375
4943
2086
4941
4919
7453
5683
3127
5288
2791
4227
4585
6361
2814
3860
5319
3535
4577
6749
2091
6738
6373
4219
5990
5989
5652
4940
4246
4231
5641
4959
3880
4227
3879
2096
4207
2069
6017
4931
6379
6015
4944
4977
5298
5644
6724
6395
4949
5645
4939
3878
4229
5286
4981
6016
5304
5648
6364
4608
2091
5664
5688
6390
5298
4933
6764
3529
6739
4628
6366
4579
4915
3525
5625
3160
3877
6018
4585
5296
6747
5642
5672
3884
6025
5296
4581
4618
5305
6020
6709
5645
5680
6727
3514
6369
4964
4598
5348
6018
5325
7443
4921
4951
3885
5649
5344
4617
3892
6000
4226
4212
2466
5661
5327
6368
7072
4217
3515
3525
3868
6011
5314
6365
3871
3140
7062
4950
